Company Name,Ticker,Market Cap ,Avg Volume,Beta,P/E (Trailing 12 Months),Current Ratio,Current ROE (TTM),12 Mo Trailing EPS,Price as a % of 52 Wk H-L Range,% Price Change (12 Weeks)
TECK RESOURCES,TCK,14290.92,7436856,1.45,105,2.1,1.13,0.24,97.07,40.86
TAUBMAN CENTERS,TCO,4458,375816.94,0.61,19.41,0.29,370.66,3.8,47.46,-6.94
TC PIPELINES,TCP,3524.83,158904.25,0.87,15.94,1.56,20.15,3.3,69.9,-0.4
THL CREDIT INC,TCRD,343.96,213693,0.93,7.25,0.19,11.82,1.43,52.79,1.47
CONTAINER STORE,TCS,291.04,403453.5,1.55,42.79,1.36,3.39,0.14,32.39,13.02
TUCOWS INC,TCX,356.8,54806.35,1.29,22.47,1,54.57,1.52,98.74,24.05
TORONTO DOM BNK,TD,88611.08,1237149,0.97,13.19,0.98,13.56,3.62,100,4.56
TERADATA CORP,TDC,3533.28,1867637.63,1.4,12.09,2.2,34.54,2.25,45.91,-12.9
TRANSDIGM GROUP,TDG,13799.53,693463.31,0.61,24.11,3.89,-71.44,10.73,68.29,-10.83
TELEPHONE &DATA,TDS,2990.42,456262.94,1.17,87.74,2.38,0.76,0.31,57.71,-2.02
TELEDYNE TECH,TDY,4334.78,176721.09,0.91,23.19,1.61,13.03,5.35,98.12,14.03
TECH DATA CORP,TECD,2994.14,401334.84,0.87,13.71,1.38,10.51,6.2,87.64,16.71
BIO-TECHNE CP,TECH,3987.69,135595.3,0.72,31.07,2.9,14.4,3.44,75.58,-0.39
TARENA INTL-ADR,TEDU,747.97,374006.44,1.29,25.89,3.04,18.52,0.64,96.23,18.87
TELEFONICA S.A.,TEF,40919.77,1673157.75,1.54,14.65,0.56,10.37,0.57,2.23,-20.48
TALLGRASS ENRGY,TEGP,1287.66,347288.84,2.24,26.09,0.86,2.26,0.87,74.58,-3.9
TE CONNECT-LTD,TEL,23886.16,1302222.38,1.2,16.43,1.56,18.39,4.09,95.04,7.17
TELENOR ASA-ADS,TELNY,22169.03,94367.65,1.25,21.3,0.73,-2.67,0.69,22.76,-16.91
TENNECO INC,TEN,3238.61,536260.06,1.94,10.02,1.38,58.26,5.87,93.07,3.7
TELECOM ARGENTI,TEO,3574.26,101380.45,1.43,14.75,0.57,17.03,1.25,78.74,-1.86
TALLGRASS ENRGY,TEP,3285.56,219452.8,1.02,21.9,0.85,15.19,2.08,80.14,-3.64
TERADYNE INC,TER,4948.05,1683191,1.12,18.63,3.48,14.46,1.32,92.51,16.43
TEVA PHARM ADR,TEVA,34604.04,12293253,0.73,7.59,0.9,16.75,4.99,0.91,-26.24
TEREX CORP,TEX,3147.35,1394956.5,2.34,23.22,1.98,7.39,1.28,92.49,21.11
TFS FINANCIAL,TFSL,5309.21,190744.59,0.54,66.71,1.43,4.79,0.28,84.85,4.18
TELEFLEX INC,TFX,6592.09,395892.19,0.88,20.73,2.57,15.66,7.22,37.92,-19.79
TREDEGAR CORP,TG,752.27,63238.9,1.82,24.84,1.74,10.21,0.92,100,18.64
TIMMINS GOLD,TGD,108.57,1700343.75,0.12,11.34,2.21,10.88,0.03,51.15,-36.6
TRIUMPH GRP INC,TGI,1347.62,810617.56,1.41,5.73,1.81,18.77,4.75,22.72,-17.17
TECNOGLASS INC,TGLS,360.24,31233.35,0.46,17.57,1.31,30.64,0.68,38.66,-5.76
TEGNA INC,TGNA,4796.51,2659535.5,1.66,10.5,1.39,19.14,2.13,40.81,10.96
TEEKAY LNG PTNR,TGP,1145.84,321477.91,1.19,7.54,0.59,10.44,1.91,38.88,6.04
TRANSPORTADORA,TGS,1282.31,213583.34,1.1,134.5,1.6,7.19,0.06,100,24.34
TARGET CORP,TGT,44042.51,6424025,0.59,15.44,1.02,25.18,5.08,68.08,11.85
TENET HEALTH,THC,1493.54,4690564.5,1.4,11.19,1.13,12.75,1.34,2.35,-37.7
FIRST FINL-IND,THFF,570.3,32474.55,0.8,18.5,0.77,7.56,2.53,98.1,15.21
HANOVER INSURAN,THG,3703.79,225549.59,1.07,13.33,0.47,9.59,6.53,76.01,12.35
THOR INDS INC,THO,5355.36,868230,1.21,18.38,1.61,23.74,5.54,100,23.17
THERMON GROUP,THR,616.48,169589.16,1.05,30.27,3.96,6.8,0.63,66.61,1.44
GENTHERM INC,THRM,1150.06,236882.41,1.92,16.07,2.3,17.29,1.96,17,-6.63
TREEHOUSE FOODS,THS,3953.58,1414949.5,0.5,24.89,2.35,5.7,2.8,15.48,-26.11
TICC CAPITAL CP,TICC,343.88,324770.06,0.48,11.52,0.33,9.35,0.58,87.94,6.71
TIER REIT INC,TIER,770.09,168881,0.87,9.84,0.14,-5.4,1.64,69.79,-1.29
TIFFANY & CO,TIF,10066.3,2128195.75,1.84,21.78,5.52,15.97,3.7,100,16.52
INTERFACE INC A,TILE,1153.28,496434.16,1.28,16.95,2.85,18.8,1.05,52.69,0.56
TIME INC,TIME,1614.69,1697250.25,0.52,16.3,0.95,6.31,1,76.32,14.71
ORCHIDS PAPER,TIS,252.59,83415.1,0.86,17.77,2.25,10.67,1.38,9.32,-14.08
TEAM INC,TISI,989.29,268533.16,1.4,33.17,2.81,4.98,1.04,73.3,9.21
TIVO CORP,TIVO,2486.76,928057.88,0.61,10.72,1.36,13.61,1.94,79.72,-6.31
TJX COS INC NEW,TJX,51750.19,3875574,0.69,22.52,1.62,53.12,3.5,74.53,1.9
TEEKAY CORP,TK,627.76,1950853.75,1.73,67.27,0.78,0.13,0.11,10.77,-3.52
TURKCELL IL-ADR,TKC,5984,318774,1.15,9.07,1.59,12.66,0.75,0,-19.72
TECHNIP NEW,TKPPY,8066.9,179707.55,1.22,11.53,1.01,13.52,1.43,82.98,11.01
TAKEDA PHARMACT,TKPYY,33141.35,67486.65,0.48,18.55,1.84,10.55,1.13,8,-9.12
TIMKEN CO,TKR,3007.55,676124.13,1.44,18.49,2.72,12.38,2.09,93.84,15.34
TELEKOMUNIK-ADR,TLK,28596.96,434531.66,0.73,18.54,1.28,17.02,1.53,56.43,-11.55
TESORO LOGISTIC,TLLP,4780.77,455831.41,1.18,22.17,3.29,18.52,2.07,63.85,-4.85
TALEN ENERGY CP,TLN,1795.77,1608327,1.17,8.42,2.02,4.81,1.66,99.76,0.65
TRANSMONTN PTNR,TLP,671.78,34394.05,0.42,19.92,0.45,10.16,2.09,84.93,-1.84
TAILORED BRANDS,TLRD,904.27,790605.63,1.41,12.55,2.5,40.5,1.48,76.76,34.47
TELIA CO AB,TLSNY,16162.04,133204.55,1.05,13.1,1.16,10.41,0.57,1.32,-17.7
TILLYS INC,TLYS,294.04,139063.2,-0.51,41.2,2.35,4.14,0.25,90.65,8.88
TOYOTA MOTOR CP,TM,177646.03,239232,0.82,10.29,1.04,11.51,11.5,69.36,-1.96
TEAM HEALTH HLD,TMH,3187.1,2887454.5,0.78,16.65,0.88,22.3,2.57,44.42,23.38
TAYLOR MORRISON,TMHC,2432.61,312608.06,1.39,12.73,7.25,2.46,1.6,97.53,13.61
TREND MICRO INC,TMICY,5064.58,23311.5,0.66,30.85,1.99,12.33,1.17,35.99,1.98
TORCHMARK CORP,TMK,8266.76,556340.88,0.95,15.87,0.06,11.77,4.39,93.65,7.1
THERMO FISHER,TMO,55805.19,2069168.75,1.24,17.7,1.56,14.95,7.98,51.38,-6.44
TOMPKINS FIN CP,TMP,1297.22,65434.05,0.68,22.73,0.9,10.58,3.79,97.17,17.77
T-MOBILE US INC,TMUS,45642.19,3942297.25,0.66,39.01,1.67,7.21,1.42,100,17.33
TENNANT CO,TNC,1303.81,85201.6,0.92,28.89,2.29,17.78,2.56,91.49,13.06
TRINET GROUP,TNET,1737.93,615357.06,2.79,27.75,1.11,270.14,0.91,100,20.07
TERRA NITROGEN,TNH,1977.68,35924.1,0.69,14.44,2.23,62.97,7.4,45.66,-6.93
TEEKAY TANKERS,TNK,300.81,1815802.25,2.63,2.86,0.84,13.73,0.79,4.92,-14.72
TSAKOS EGY NAVG,TNP,367.76,484228.44,2.13,5.53,1.02,5.93,0.79,9.02,-16.28
TOLL BROTHERS,TOL,5019.86,2314531.5,1.22,13.14,8.26,9.98,2.33,46.63,-1.16
TEEKAY OFFSHORE,TOO,730.18,490380.19,2.57,4.49,0.59,18.41,1.12,22.58,-11.6
TOTAL FINA SA,TOT,112260.73,1722711.38,0.87,14.22,1.35,8.02,3.3,62.1,-5.46
TOWER INTL INC,TOWR,532.88,185373.34,1.9,8.7,1.24,148.27,3.01,58.9,7.2
TUTOR PERINI CP,TPC,1333.37,1205943.63,2.49,18.19,1.78,5.05,1.49,88.66,14.39
TROPICANA ENTMT,TPCA,753.48,61156,0.42,18.95,2.36,4.37,1.53,91.97,51.51
TRI POINTE GRP,TPH,1899.97,2128096.25,1.7,8.6,0.33,12.73,1.38,54.76,-11.94
THIRD PT REINSR,TPRE,1265.97,361672.59,1.21,10.92,0.52,8.3,1.09,37.47,-6.81
TRIPLEPOINT VEN,TPVG,194.53,152823.7,1.31,8.29,0.53,11.06,1.47,91.01,7.97
TEMPUR SEALY,TPX,3670.92,982198.69,1.86,16.22,1.26,112.05,3.91,40.06,-21.02
TOOTSIE ROLL,TR,2390.14,76728.5,0.67,34.71,3.64,9.9,1.11,90.12,0.29
TRIBUNE MEDIA,TRCO,3094.28,891275.81,1.4,20.7,2.31,4.27,1.71,61.75,-8.17
TRECORA RESRCS,TREC,296.54,36619.35,1,24.2,2.41,7.94,0.5,57.73,9.8
LENDINGTREE INC,TREE,1195.51,289498.66,1.36,22,4.25,26.82,4.61,81.99,6.65
TREX COMPANY,TREX,1992.91,360327.19,2.21,29.74,2.03,65.45,2.28,91.85,9.64
THOMSON REUTERS,TRI,31922.38,719870.13,0.82,19.97,0.72,13.16,2.17,97.21,2.05
TRINITY BIOTECH,TRIB,158.65,165885.5,1.19,27.88,7.27,2.73,0.24,5.26,-48.18
TRIPADVISOR INC,TRIP,7183.06,3368809.25,2.31,38.82,2.15,12.67,1.27,1.31,-19.86
SPEEDWAY MOTORS,TRK,852.39,36245.65,0.78,21.84,1.26,4.92,0.95,93.02,14.39
TRIMBLE INC,TRMB,7101.55,2006426.38,2.23,28.63,1.38,11.06,0.99,89.17,2.87
TRUSTMARK CP,TRMK,2283.76,359304.69,0.92,19.98,0.79,7.57,1.69,95.12,19.96
TRINITY INDS IN,TRN,4104.85,2073254.38,2.1,8.75,3.11,11.37,3.08,96.5,11.4
TRONC INC,TRNC,471.01,352624.69,1.76,6.04,1.52,124.45,2.14,61.34,-23.9
TERRENO REALTY,TRNO,1259.7,205824.66,0.69,33.51,0.36,1.68,0.81,86.85,-0.15
T ROWE PRICE,TROW,17863.11,2213022.75,1.21,15.81,2.55,24.78,4.64,67.22,6.22
TRANSCDA CORP,TRP,38663.36,1340190,0.7,22.69,0.88,11.71,1.98,82.12,-2.83
TURQUOISE HILL,TRQ,6902.24,3513504,0.6,22.87,7.88,3.78,0.15,89.53,9.94
TRC COS,TRR,307.62,43554.55,0.59,18.15,1.41,10.89,0.54,79.52,19.95
TRIMAS CORP,TRS,941.87,213347.2,1.89,16.56,2.44,10.3,1.25,83.59,9.06
TRUSTCO BK -NY,TRST,794.35,296973.59,1,18.86,0.92,9.87,0.44,96.83,16.57
TRITON INTL LTD,TRTN,1483.06,384581.84,2.37,8.78,0.61,11.39,2.27,89.84,36.86
TRANSUNION,TRU,5596.14,889529.5,0.48,24.46,1.43,16.65,1.25,66.44,-10.24
TRAVELERS COS,TRV,32297.51,1774902.38,1.03,11.57,0.4,12.11,9.83,67.52,-4.69
TIMBERLAND BANC,TSBK,131.31,27825.85,0.42,13.13,1.11,10.97,1.44,98.06,24.49
TRISTATE CP HLD,TSC,576.78,138531.41,0.18,21.42,1.05,7.97,0.95,100,31.38
TRACTOR SUPPLY,TSCO,9810.94,1872335,1.23,23.73,2.29,29.78,3.15,36.84,-10.53
TRINSEO SA,TSE,2594.34,961181.88,2.5,8.63,2.82,76.25,6.73,96.03,3.77
TOWER SEMICOND,TSEM,1587.7,731918.88,1.09,8.86,2.62,35.29,2.04,95.38,14.15
TRINA SOLAR LTD,TSL,847.7,1392526.5,1.23,6.92,1.01,10.81,1.31,49.06,-13.71
TPG SPECIALTY,TSLX,1094,148623.75,0.7,10.18,0.54,11.5,1.8,87.57,-0.97
TAIWAN SEMI-ADR,TSM,153246.3,6214020.5,0.94,16.15,2.76,24.45,1.83,81.93,0.2
TYSON FOODS  A,TSN,21665.26,5508271,0.18,13.43,1.77,17.57,4.39,34.27,-22.5
TESORO CORP,TSO,9604.01,2299763.5,1.77,10.37,1.9,11.99,7.92,27.5,7.19
TOWNSQAR MEDIA,TSQ,161.88,105429.2,1.75,10,1.93,6.7,0.88,31.75,-5.38
TOTAL SYS SVC,TSS,9301.14,1144611,1.06,20.24,2.67,23.57,2.5,68.43,0.78
TIM PARTICP-ADR,TSU,5827.93,878937.88,1.76,25.08,1.47,4.71,0.48,73.11,-9.75
TORO CO,TTC,5848.25,538913.94,0.43,26.68,1.72,43.5,2.01,100,9.34
TELETECH HLDGS,TTEC,1375.81,106711.4,0.81,21.3,2.01,15.62,1.39,88.87,2.42
TETRA TECH NEW,TTEK,2447.92,491033.5,1.09,23.07,1.94,12.8,1.86,94.03,19.27
TECHTARGET,TTGT,235.33,69330.9,1.85,56.4,3.78,3.59,0.15,76.95,3.55
TATA MOTORS-ADR,TTM,22526.94,1442684.13,2.87,12.24,0.93,36.72,2.71,53.14,-25.02
TTM TECHNOLOGIE,TTMI,1429.68,3116193.25,1.44,16.66,1.41,12.58,0.84,90.61,28.58
TILE SHOP HLDGS,TTS,1029.3,343971.94,2.03,43.37,1.81,18.35,0.46,89.17,22.62
TAKE-TWO INTER,TTWO,4335.79,2206397.5,0.92,44.72,1.38,23.87,1.12,100,12.18
TELUS CORP,TU,18651.96,217683.05,0.89,16.18,0.57,19.18,1.95,71.78,-7.5
TUPPERWARE BRND,TUP,2919.39,585294.38,1.72,13.46,0.96,124.54,4.29,60.53,-11.39
GRUPO TELEVISA,TV,12009.3,3534440,1.37,46.53,1.87,4.72,0.45,6.43,-23.13
TRAVELPORT WWD,TVPT,1746.37,1428850.25,0.73,13.41,0.81,-41.11,1.05,85.25,-0.14
TWO HARBORS INV,TWO,3014.07,2558754,0.58,9.97,1.85,8.76,0.87,76.92,-4.41
TIME WARNER INC,TWX,71645.7,5623785,1.08,16.39,1.76,18.95,5.67,99.13,18.52
TERNIUM SA-ADR,TX,4835.43,576427.88,1.38,8.93,1.45,11.49,2.7,86.59,17.89
TEXAS INSTRS,TXN,74361.76,5139669,1.28,24.31,3.31,31.6,3.06,99.51,6.61
TEXAS ROADHOUSE,TXRH,3329.3,948361.81,0.5,27.77,0.64,17.05,1.7,88.11,5.8
TEXTRON INC,TXT,12424.16,1387142.88,1.77,17.48,2.21,13.85,2.63,100,12.94
TYLER TECH INC,TYL,5583.42,258134.09,1.15,56.67,0.8,12.34,2.69,53.9,-9.28
MONOTYPE IMAGNG,TYPE,822.13,220046.45,0.93,26.69,3.08,9.55,0.74,14.69,-5.09
TRAVELZOO INC,TZOO,160.37,44518.1,1.35,26.98,1.59,29.25,0.43,75.81,-9.52
UNDER ARMOUR-A,UA,13538.9,5237479,0.16,52.56,2.36,14.6,0.59,3.6,-20.63
UNITED CONT HLD,UAL,22121.18,4801205.5,0.63,7.35,0.6,39.1,9.49,98.86,36.33
CVR PARTNERS LP,UAN,558.48,288170.94,1.65,12.32,2.27,4.69,0.4,15.7,-17.7
URSTADT BIDDL-A,UBA,908.03,102132.3,0.67,19.66,3.24,14.81,1.18,70.58,-0.73
UNITED FIN BCP,UBNK,852.14,153113.16,0.6,18.14,1.05,7.25,0.93,100,21.72
UBS GROUP AG,UBS,59719.41,2285481.25,1.27,27.21,1.14,3.87,0.57,42.71,6.67
UNION BANKSHARS,UBSH,1474,145889.8,1.01,20.02,0.91,7.51,1.69,98.53,23.59
UTD BANKSHARES,UBSI,3524.57,481735.69,0.89,23.52,1.04,7.55,1.96,96.46,19.65
UTD CMNTY BK/GA,UCBI,1898.45,498035.84,1.05,19,0.81,9.72,1.41,96.5,28.98
UTD COMM FIN CP,UCFC,390.09,95933.1,0.78,22.05,1.07,7.21,0.38,93.88,26.78
ULTRA CLEAN HLD,UCTT,328.89,519429.41,1.25,52.58,2.46,3.1,0.19,91.57,35.73
UDR INC,UDR,9137.21,1782719.38,0.39,19.65,6.18,7.52,1.74,19.82,-6.56
URBAN EDGE PROP,UE,2729,424790.19,0.59,22.07,5.38,18.08,1.24,64.82,-6.3
UNIVL ELECTRS,UEIC,982.15,137752.5,1.9,21.6,1.61,16.85,3.12,64.92,-11.88
NET 1 UEPS TECH,UEPS,650.56,135318.41,0.74,6.25,1.43,16.7,1.81,39.35,16.6
UNIQUE FABRICTG,UFAB,138.18,11355.85,1.02,18.71,2.31,15.14,0.76,83.41,2.01
UNITED FIRE GRP,UFCS,1161.9,66746.65,0.29,18.11,0.2,6.95,2.53,92.78,5.09
UNIFI INC,UFI,571.34,92040.25,0.81,15.52,2.92,11.71,2.04,95.29,18.98
UNIVL FST PRODS,UFPI,2068.88,118574.9,1.62,20.85,2.55,12.31,4.88,83.19,-7.31
UFP TECH INC,UFPT,181.78,27490.95,0.58,25.4,6.05,6.67,0.99,71.49,-1.22
DOMTAR CORP,UFS,2420.79,395255.44,1.57,12.09,2.23,7.4,3.2,67.35,0.49
UGI CORP,UGI,8016.08,682468.94,0.55,22.5,1.18,9.51,2.06,89.56,-0.49
ULTRAPAR PA-ADR,UGP,11322.84,717604.19,1.39,24.82,2.68,18.78,0.82,63.58,-10.31
AMERCO INC,UHAL,6703.39,82962.45,1.28,15.14,2.9,17.49,22.58,25.37,-0.86
UNIVL HLTH SVCS,UHS,11942.3,852316.81,1.14,17.04,1.24,16.35,7.23,58.05,2.93
UNIVL HLTH RLTY,UHT,820.37,50103.7,0.4,19.84,1.03,8.76,3.04,77.8,-4.78
UTD INSURANCE,UIHC,300.42,189208.84,1.53,9.99,0.31,11.97,1.39,34.82,-11.93
UNISYS,UIS,741.23,944505,1.81,5.09,1.06,-12.78,2.91,97.57,43.69
UNIVL TRUCKLOAD,ULH,402.04,14442.5,1.5,12.98,1.32,22.15,1.09,37.77,3.66
ULTA SALON COSM,ULTA,16241.77,805745.94,0.71,45.85,2.8,26.05,5.68,87.7,4.31
UMB FINL CORP,UMBF,3724.09,242894.59,0.73,24.56,0.65,7.65,3.06,97.35,25.11
UTD MICROELECTR,UMC,4620.38,589429.88,0.89,16.64,1.28,4.05,0.11,35.42,-3.17
UMH PROPERTIES,UMH,381.58,117698.55,0.85,21.13,2.65,-0.67,0.63,98.35,11.1
UMPQUA HLDGS CP,UMPQ,3851.44,1976471.25,0.95,14.34,1,6.93,1.22,88.52,8.9
UNIFIRST CORP,UNF,2865.17,108801.7,0.71,24.8,5.09,8.74,5.7,98.97,8.24
UTD NATURAL FDS,UNFI,2371.62,458569.34,1.22,18.2,2.6,8.85,2.58,79.54,2.53
UNITEDHEALTH GP,UNH,149996.69,4282900,0.63,21.47,0.7,19.92,7.34,100,15.9
UNUM GROUP,UNM,9753.64,2176580,1.5,10.83,0.16,10.24,3.88,94.62,19.72
UNION PAC CORP,UNP,82880.95,4328972,0.66,20.11,1.41,20.55,5,95.41,4.79
UNIVAR INC,UNVR,3370.37,428076.59,1.18,45.13,1.72,8.52,0.54,95.25,17.62
UTD OVERSEAS BK,UOVEY,22935.45,44339.5,1.37,2.48,1.05,10.35,11.33,72.02,1.76
ULTRA PETRO CP,UPLMQ,1079.93,1172813.75,1.43,12.57,3.15,-2.88,0.56,96.34,75.56
UTD PARCEL SRVC,UPS,101472.33,2824306.75,0.89,20.36,1.18,195.68,5.71,100,6.19
URBAN OUTFITTER,URBN,3768.31,3867119.25,0.69,16.89,2.41,19.13,1.92,62.59,-7.87
UTD RENTALS INC,URI,8110.87,2399185.25,2.41,11.7,0.95,48.98,8.23,96.68,17.5
USA COMPRESSION,USAC,958.11,102167.3,1.27,9.37,0.9,3.94,1.85,84.8,2.24
US BANCORP,USB,83454.09,8412218,0.8,15.25,0.85,13.92,3.22,97.33,11.95
US CONCRETE INC,USCR,893.89,608799.63,1.4,21.99,1.29,27.73,2.59,56.41,12.73
USD PARTNERS,USDP,201.44,27796.45,1.1,12.79,0.96,45.51,1.11,95.77,11.46
USG CORP,USG,4115.05,1452926.13,1.43,15.91,1.95,17.04,1.77,82.91,3.34
US CELLULAR,USM,3197.64,115750.6,0.77,62.83,2.31,1.42,0.6,31.34,1.15
USANA HLTH SCI,USNA,1536.38,106843.8,1.2,16.15,1.93,35.94,3.9,58.36,-9.15
US PHYSICAL THR,USPH,802.03,92962.7,0.85,33.01,2.53,11.54,1.94,96.48,-0.4
UTD THERAPEUTIC,UTHR,5368.47,538673.75,1.39,8.33,4.41,41.78,15.2,45.13,3.35
UNITIL CORP,UTL,627.36,51068.9,0.11,23.73,0.85,9.13,1.88,99.62,12.56
UTD TECHS CORP,UTX,89619.52,3026116,1.1,16.54,1.27,18.28,6.58,96.6,2.67
UNIVL INSUR HLD,UVE,863.69,384289.66,1.81,7.66,0.59,34.51,3.22,88.6,-0.32
UNIVEST CORP PA,UVSP,752.07,115756.7,0.64,20.21,0.95,7.39,1.4,100,21.35
UNIVL CORP -VA,UVV,1257.68,165167.66,1.22,22.35,6.27,6.1,2.47,38.53,-8.35
VISA INC-A,V,168826.95,10427475,1,27.87,1.78,24.31,2.84,73,-4.1
VIRGIN AMERICA,VA,2523.39,512233.84,1.61,13.49,1.55,19.09,4.18,99.32,0.86
MARRIOT VAC WW,VAC,2175.96,257840.55,1.26,20.05,5.8,13.1,4.02,98.52,4.91
VALSPAR CORP,VAL,8112.26,446506.44,1.65,21.3,1.21,41.74,4.8,81.79,-3.11
VALE SA,VALE,44061.36,37609588,1.55,37.17,1.8,2.9,0.23,92.09,49.48
VARIAN MEDICAL,VAR,8531.29,736686.5,0.67,19.52,1.62,26.57,4.68,66.01,-5.32
VASCULAR SOLUTN,VASC,942.4,80359.4,0.87,44.06,6.37,16.14,1.22,97.47,8.78
VERITEX HLDGS,VBTX,215.71,27923.05,1.52,18.41,1.02,8.7,1.09,92.94,15.54
VISTEON CORP,VC,2662.54,401311.41,1.01,16.58,1.99,20.06,4.72,29.58,8.57
VASCO DATA SEC,VDSI,580.85,211749.05,1.92,27.26,3.36,9.05,0.53,18.24,-23.02
VECTRUS INC,VEC,250.41,118024.55,1.86,10.06,1.31,25.07,2.31,41.44,-11.4
VEDANTA LTD,VEDL,9724.2,318422.34,2.14,21.87,1.24,5.57,0.6,97.22,24.36
VEEVA SYSTEMS-A,VEEV,6449.96,1417165.38,1.6,100.77,2.82,12.84,0.47,100,16.51
VEREIT INC,VER,8299.96,7368713.5,0.72,10.69,0.47,-3.12,0.8,36.34,-20
V F CORP,VFC,23014.74,2684727.5,0.84,18.18,2.21,26.26,3.06,18.71,-6.94
VONAGE HOLDINGS,VG,1473.39,2205028,0.35,21.13,0.67,17.99,0.32,89.94,14.77
VECTOR GRP LTD,VGR,2721.71,584990.75,0.47,33.39,3.61,-50.25,0.64,33.43,-4.14
VIACOM INC-A,VIA,16348.66,36403.65,1.18,11.2,1.23,36.21,3.68,34.41,-6.81
VIACOM INC-B,VIAB,14662.2,2729773.25,1.32,10.04,1.23,36.21,3.68,28.16,-6.55
VIAVI SOLUTIONS,VIAV,1843.31,2007911.63,1.59,29.67,5.34,8.25,0.27,98.79,2.3
VIPSHOP HOLDNGS,VIPS,5791.48,8375805.5,1.83,20.84,0.98,50.65,0.55,15.57,-19.35
VIRTU FINL INC,VIRT,547.03,382440.5,0.1,17.59,0.48,14.87,0.79,11.89,-15.3
TELEF BRASIL SA,VIV,21919.23,2034264,1.54,19.97,0.9,5.52,0.65,65.62,-16.8
VIVENDI-ADR,VIVHY,24503.6,243118.41,0.58,28.86,1.48,4.02,0.66,40.85,-5.55
MERIDIAN BIOSCI,VIVO,719.69,315602.25,0.94,21.38,6.27,19.91,0.8,21.98,-11.95
VILLAGE SPRMKT,VLGEA,489.76,102462.35,0.6,20.22,1.61,9.19,1.71,91.85,8.33
VOLKSWAGEN-ADR,VLKAY,69216.34,122775.25,1.65,92.05,1.01,0.86,0.3,37.92,-6.45
VALERO ENERGY,VLO,28866.45,4750699,1.45,13.57,2.05,10.4,4.7,64.32,15.38
VALERO EGY PTNR,VLP,2780.09,167432.05,0.75,14.93,4.2,92.55,2.71,8.53,-4.15
CONTROLADORA VL,VLRS,1305.38,372359.94,0.36,8.65,1.3,37.88,1.72,0,-18.92
VALLEY NATL BCP,VLY,2871.1,1916452.38,0.79,18.8,0.92,7.36,0.6,96.12,17.62
VULCAN MATLS CO,VMC,16688.13,1887588.75,1.19,43.34,2.98,8.83,2.91,81.8,11.66
VALMONT INDS,VMI,3338.38,145951.05,1,24.04,3.54,14.27,6.17,99.7,11.95
VMWARE INC-A,VMW,33587.9,1488610.13,1,26.33,2.37,16,3.1,100,11.2
VINCE HOLDNG CP,VNCE,210,659029.94,2.51,85,1.75,1.13,0.05,9.61,-37.5
VORNADO RLTY TR,VNO,20018.2,1164152.75,0.9,20.27,0.24,4.98,4.89,68.81,-4.45
VANTIV INC-A,VNTV,11097.2,1206428.25,0.57,23.11,0.84,36.18,2.51,89.53,8.29
VOXX INTL CP,VOXX,123.22,169799.16,1.37,28.33,2.01,1.08,0.18,71.04,66.67
VOYA FINANCIAL,VOYA,7362.55,2230754.5,1.49,14.44,0.15,3.37,2.62,82.67,32.74
VISHAY PRECISN,VPG,223.87,36578.45,0.79,26.67,3.95,5.24,0.69,92.95,19.87
VALIDUS HOLDING,VR,4373.75,429685.34,0.52,12.79,0.98,9.27,4.31,100,8.19
VERA BRADLEY,VRA,552.81,156162,1.06,16.6,4.97,12.34,0.91,41.69,-9.3
VERINT SYSTEMS,VRNT,2415.07,366609.44,1.25,21.25,1.64,10.61,1.8,47.34,8.82
VERISK ANALYTIC,VRSK,14045.79,1029399,0.65,26.89,0.83,38.26,3.12,90.56,-0.21
VERISIGN INC,VRSN,8273.9,693041,1.23,24.42,1.21,-37.72,3.24,34.43,3.83
VIRTUSA CORP,VRTU,672.95,534200.63,1.38,23.4,3.79,5.34,0.96,12.67,-14.11
VERITIV CORP,VRTV,758.45,154397.91,1.42,19.67,2.3,7.15,2.41,68.31,-8.95
VALEANT PHARMA,VRX,5854.84,23652788,-0.11,2.55,1.46,43.81,6.73,2.11,-41.77
VIASAT INC,VSAT,4054.02,783430.13,0.67,108.07,1.86,2.91,0.67,64.24,-3.77
VSE CORP,VSEC,421.05,23807.6,1.21,17.37,1.98,11.44,2.24,94.52,12.33
VISHAY INTERTEC,VSH,2189.63,1234952.75,1.32,18.52,4.15,7.29,0.81,94.97,6.69
VITAMIN SHOPPE,VSI,596.62,250932.8,0.66,11.87,2.24,11.52,2.11,22.03,-10.38
VISTA OUTDOOR,VSTO,2366.47,744731.63,0.32,15.78,2.12,9.36,2.55,20.26,0.42
VENTAS INC,VTR,21625.5,2593877.75,0.18,14.75,1,5.76,4.14,44.93,-17.56
VECTREN CORP,VVC,4238.7,280810.5,0.64,20.46,1,12.16,2.5,85.12,2.73
VIAD CORP,VVI,900.66,103741.7,0.62,17.81,0.71,14.42,2.49,97.79,22.89
VESTAS WIND SYS,VWDRY,14866.04,73350.5,1.98,14.52,1.23,32.22,1.54,38.32,-21
VWR CORP,VWR,3514.91,902800.13,1.25,15.44,1.56,16.06,1.73,47.79,-0.07
VERIZON COMM,VZ,207745.28,15112693,0.38,13.07,0.85,78.75,3.9,55.01,-4.77
WABTECH,WAB,7524.89,727527.69,1.09,20.66,2.71,22.43,4.09,86.91,9.74
